0,#,FORM,LEMMA,GRAM,COMMENT,CHECKED,CONTEXT,RIGHT1,RIGHT2,RIGHT3,RIGHT4,RIGHT5,RIGHT6,POS,AUTO_LEMMA,AUTO_GRAM,
11589,,так,ТАК!,ADVPRO -,,,", ааа , _так_ себе школа и",к,а,т,,,,ADV,ТАК,ADV -,К
11590,,себе,СЕБЯ,SPRO - - - dat,,,"ааа , так _себе_ школа и вообще",е,б,е,с,,,SPRO,СЕБЕ,SPRO - - - dat,Я
11591,,школа,ШКОЛА,S f inan nom sg,,,", так себе _школа_ и вообще в",а,л,о,к,ш,,S,ШКОЛА,S f inan nom sg,А
11592,,и,И,CONJ,,,так себе школа _и_ вообще в целом,и,,,,,,CONJ,И,CONJ,И
11593,,вообще,ВООБЩЕ,ADV -,,,себе школа и _вообще_ в целом все,е,щ,б,о,о,в,ADV,ВООБЩЕ,ADV -,Е
11594,,в,В,PR,,,школа и вообще _в_ целом все было,в,,,,,,PR,В,PR,В
11595,,целом,ЦЕЛОЕ!,A n sg loc plen,,,и вообще в _целом_ все было очень,м,о,л,е,ц,,S,ЦЕЛОЕ,S n inan loc sg,Е
11596,,все,ВСЕ!,SPRO nom sg n,,,вообще в целом _все_ было очень так,е,с,в,,,,S,ВСЕ,S - - acc pl,Е
11597,,было,БЫТЬ,V ipf praet sg indic n -,,,в целом все _было_ очень так себе,о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,Ь
11598,,очень,ОЧЕНЬ,ADV -,,,"целом все было _очень_ так себе ,",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
11599,,так,ТАК!,ADVPRO -,,,"все было очень _так_ себе , я",к,а,т,,,,ADV,ТАК,ADV -,К
11600,,себе,СЕБЯ,SPRO - - - dat,,,"было очень так _себе_ , я была",е,б,е,с,,,SPRO,СЕБЯ,SPRO - - - dat,Я
11601,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11602,,я,Я,SPRO sg 1p - nom,,,"так себе , _я_ была в очень",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11603,,была,БЫТЬ,V ipf praet sg indic f -,,,"себе , я _была_ в очень плохом",а,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic f -,Ь
11604,,в,В,PR,,,", я была _в_ очень плохом состоянии",в,,,,,,PR,В,PR,В
11605,,очень,ОЧЕНЬ,ADV -,,,"я была в _очень_ плохом состоянии ,",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
11606,,плохом,ПЛОХОЙ,A - loc sg plen n -,,,"была в очень _плохом_ состоянии , все",м,о,х,о,л,п,A,ПЛОХОЙ,A - loc sg plen n -,Й
11607,,состоянии,СОСТОЯНИЕ,S n inan loc sg,,,"в очень плохом _состоянии_ , все было",и,и,н,я,о,т,S,СОСТОЯНИЕ,S n inan loc sg,Е
11608,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11609,,все,ВСЕ!,SPRO nom sg n,,,"плохом состоянии , _все_ было очень плохо",е,с,в,,,,S,ВСЕ,S - - acc pl,Е
11610,,было,БЫТЬ,V ipf praet sg indic n -,,,"состоянии , все _было_ очень плохо ,",о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,Ь
11611,,очень,ОЧЕНЬ,ADV -,,,", все было _очень_ плохо ,",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
11612,,плохо,ПЛОХО,ADV -,,,"все было очень _плохо_ , ааа",о,х,о,л,п,,ADV,ПЛОХО,ADV -,О
11613,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11614,"<distinct form=""",,,,,,,,,,,,,,,,
11615,<dist>,ааа,,,,,,,,,,,,,,,
11616,""">",,,,,,,,,,,,,,,,
11617,,а,А,CONJ,,,ааа _а_ потом я,а,,,,,,CONJ,А,CONJ,А
11618,</distinct>,,,,,,,,,,,,,,,,
11619,,потом,ПОТОМ!,ADVPRO -,,,а _потом_ я поступила в,м,о,т,о,п,,ADV,ПОТОМ,ADV -,М
11620,,я,Я,SPRO sg 1p - nom,,,а потом _я_ поступила в университет,я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11621,,поступила,ПОСТУПИТЬ,V pf praet sg indic f -,,,потом я _поступила_ в университет и,а,л,и,п,у,т,V,ПОСТУПИТЬ,V pf praet sg indic f -,Ь
11622,,в,В,PR,,,потом я поступила _в_ университет и обнаружила,в,,,,,,PR,В,PR,В
11623,,университет,УНИВЕРСИТЕТ,S m inan acc sg,,,"я поступила в _университет_ и обнаружила ,",т,е,т,и,с,р,S,УНИВЕРСИТЕТ,S m inan acc sg,Т
11624,,и,И,CONJ,,,"поступила в университет _и_ обнаружила , что",и,,,,,,CONJ,И,CONJ,И
11625,,обнаружила,ОБНАРУЖИТЬ,V pf praet sg indic f -,,,"в университет и _обнаружила_ , что там",а,л,и,ж,у,р,V,ОБНАРУЖИТЬ,V pf praet sg indic f -,Ь
11626,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11627,,что,ЧТО,CONJ,,,"и обнаружила , _что_ там классные ребята",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11628,,там,ТАМ!,ADVPRO -,,,"обнаружила , что _там_ классные ребята ,",м,а,т,,,,ADV,ТАМ,ADV -,М
11629,,классные,КЛАССНЫЙ,A - nom pl plen - -,,,", что там _классные_ ребята , классные",е,ы,н,с,с,а,A,КЛАССНЫЙ,A - nom pl plen - -,Й
11630,,ребята,РЕБЯТА,S - anim nom pl,,,"что там классные _ребята_ , классные учителя",а,т,я,б,е,р,S,РЕБЯТА,S - anim nom pl,А
11631,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11632,,классные,КЛАССНЫЙ,A - nom pl plen - -,,,"классные ребята , _классные_ учителя , классная",е,ы,н,с,с,а,A,КЛАССНЫЙ,A - nom pl plen - -,Й
11633,,учителя,УЧИТЕЛЬ,S m anim nom pl,,,"ребята , классные _учителя_ , классная атмосфера",я,л,е,т,и,ч,S,УЧИТЕЛЬ,S m anim nom pl,Ь
11634,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11635,,классная,КЛАССНЫЙ,A - nom sg plen f -,,,"классные учителя , _классная_ атмосфера , я",я,а,н,с,с,а,A,КЛАССНЫЙ,A - nom sg plen f -,Й
11636,,атмосфера,АТМОСФЕРА,S f inan nom sg,,,"учителя , классная _атмосфера_ , я почувствовала",а,р,е,ф,с,о,S,АТМОСФЕРА,S f inan nom sg,А
11637,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11638,,я,Я,SPRO sg 1p - nom,,,"классная атмосфера , _я_ почувствовала себя в",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11639,,почувствовала,ПОЧУВСТВОВАТЬ,V pf praet sg indic f -,,,"атмосфера , я _почувствовала_ себя в своем",а,л,а,в,о,в,V,ПОЧУВСТВОВАТЬ,V pf praet sg indic f -,Ь
11640,,себя,СЕБЯ,SPRO - - - acc,,,", я почувствовала _себя_ в своем круге",я,б,е,с,,,SPRO,СЕБЯ,SPRO - - - acc,Я
11641,,в,В,PR,,,"я почувствовала себя _в_ своем круге ,",в,,,,,,PR,В,PR,В
11642,,своем,СВОЙ,APRO - loc sg plen m -,,,"почувствовала себя в _своем_ круге , в",м,е,о,в,с,,APRO,СВОЙ,A - loc sg plen m -,Й
11643,,круге,КРУГ,S m inan loc sg,,,"себя в своем _круге_ , в своем",е,г,у,р,к,,S,КРУГ,S m inan loc sg,Г
11644,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11645,,в,В,PR,,,"своем круге , _в_ своем как бы круге",в,,,,,,PR,В,PR,В
11646,,своем,СВОЙ!,APRO - loc sg plen m -,,,"круге , в _своем_ как бы круге общения",м,е,о,в,с,,APRO,СВОЙ,A - acc sg plen f -,Й
11647,,как бы,как бы,PART,,,", в своем _как бы_ круге общения ,",ы,б,,к,а,к,PART,как бы,ADV -,ы
11648,,круге,КРУГ,S m inan loc sg,,,"в своем как бы _круге_ общения , который",е,г,у,р,к,,S,КРУГ,S m inan loc sg,Г
11649,,общения,ОБЩЕНИЕ,S n inan gen sg,,,"своем как бы круге _общения_ , который мне",я,и,н,е,щ,б,S,ОБЩЕНИЕ,S n inan gen sg,Е
11650,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11651,,который,КОТОРЫЙ,APRO - nom sg plen m -,,,"круге общения , _который_ мне подходит ,",й,ы,р,о,т,о,APRO,КОТОРЫЙ,A - nom sg plen m -,Й
11652,,мне,Я,SPRO sg 1p - dat,,,"общения , который _мне_ подходит , с",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,Я
11653,,подходит,ПОДХОДИТЬ,V ipf praes sg indic - 3p,,,", который мне _подходит_ , с людьми",т,и,д,о,х,д,V,ПОДХОДИТЬ,V ipf praes sg indic - 3p,Ь
11654,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11655,,с,С,PR,,,"мне подходит , _с_ людьми , с",с,,,,,,PR,С,PR,С
11656,,людьми,ЧЕЛОВЕК,S m anim ins pl,,,"подходит , с _людьми_ , с которыми",и,м,ь,д,ю,л,S,ЧЕЛОВЕК,S m anim ins pl,К
11657,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11658,,с,С,PR,,,"с людьми , _с_ которыми мне интересно",с,,,,,,PR,С,PR,С
11659,,которыми,КОТОРЫЙ,APRO - ins pl plen - -,,,"людьми , с _которыми_ мне интересно и",и,м,ы,р,о,т,APRO,КОТОРЫЙ,A - ins pl plen - -,Й
11660,,мне,Я,SPRO sg 1p - dat,,,", с которыми _мне_ интересно и классно",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,Я
11661,,интересно,ИНТЕРЕСНО!,PRAEDIC,,,с которыми мне _интересно_ и классно .,о,н,с,е,р,е,A,ИНТЕРЕСНЫЙ,A - - sg brev n -,Й
11662,,и,И,CONJ,,,которыми мне интересно _и_ классно .,и,,,,,,CONJ,И,CONJ,И
11663,,классно,КЛАССНО,ADV -,,,мне интересно и _классно_ .,о,н,с,с,а,л,ADV,КЛАССНО,ADV -,О
11664,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11665,,,,,,,,,,,,,,,,,
11666,# sent = 856,,,,,,,,,,,,,,,,
11667,,И,И,CONJ,,,. _И_ для меня это,и,,,,,,CONJ,И,CONJ,И
11668,,для,ДЛЯ,PR,,,И _для_ меня это конечно,я,л,д,,,,PR,ДЛЯ,PR,Я
11669,,меня,Я!,SPRO sg 1p - gen,,,И для _меня_ это конечно был,я,н,е,м,,,SPRO,Я,SPRO sg 1p - acc,Я
11670,,это,ЭТО,SPRO n - nom sg,,,И для меня _это_ конечно был,о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
11671,,конечно,КОНЕЧНО!,PARENTH,,,для меня это _конечно_ был во-первых,о,н,ч,е,н,о,ADV,КОНЕЧНО,ADV -,О
11672,,был,БЫТЬ,V ipf praet sg indic m -,,,меня это конечно _был_ во-первых огромный,л,ы,б,,,,V,БЫТЬ,V ipf praet sg indic m -,Ь
11673,<noindex>[нрзб]</noindex>,,,,,,,,,,,,,,,,
11674,,во-первых,ВО-ПЕРВЫХ!,PARENTH,,,"конечно был _во-первых_ огромный разрыв ,",х,ы,в,р,е,п,ADV,ВО-ПЕРВЫХ,ADV -,Х
11675,,огромный,ОГРОМНЫЙ,A - nom sg plen m -,,,"был во-первых _огромный_ разрыв , а",й,ы,н,м,о,р,A,ОГРОМНЫЙ,A - nom sg plen m -,Й
11676,,разрыв,РАЗРЫВ,S m inan nom sg,,,"во-первых огромный _разрыв_ , а во-вторых",в,ы,р,з,а,р,S,РАЗРЫВ,S m inan nom sg,В
11677,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11678,,а,А,CONJ,,,"огромный разрыв , _а_ во-вторых это было",а,,,,,,CONJ,А,CONJ,А
11679,,во-вторых,ВО-ВТОРЫХ!,PARENTH,,,"разрыв , а _во-вторых_ это было просто",х,ы,р,о,т,в,ADV,ВО-ВТОРЫХ,ADV -,Х
11680,,это,ЭТО,SPRO n - nom sg,,,", а во-вторых _это_ было просто вот",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
11681,,было,БЫТЬ,V ipf praet sg indic n -,,,а во-вторых это _было_ просто вот что-то,о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,Ь
11682,,просто,ПРОСТО,PART,,,во-вторых это было _просто_ вот что-то потрясающее,о,т,с,о,р,п,PART,ПРОСТО,PART,О
11683,,вот,ВОТ,PART,,,"это было просто _вот_ что-то потрясающее ,",т,о,в,,,,PART,ВОТ,PART,Т
11684,,что-то,ЧТО-ТО,SPRO n inan nom sg,,,"было просто вот _что-то_ потрясающее , то есть",о,т,-,о,т,ч,SPRO,ЧТО-ТО,S n - nom sg,О
11685,,потрясающее,ПОТРЯСАТЬ,PARTCP ipf inpraes acc sg plen n act -,,,"просто вот что-то _потрясающее_ , то есть ...",е,е,щ,ю,а,с,PARTCP,ПОТРЯСАТЬ,PARTCP ipf inpraes acc sg plen n act -,Ь
11686,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11687,,то есть,то есть,CONJ,,,"что-то потрясающее , _то есть_ ...",ь,т,с,е,,о,CONJ,то есть,ADV -,ь
11688,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
11689,,,,,,,,,,,,,,,,,
11690,# sent = 857,,,,,,,,,,,,,,,,
11691,,Те,ТОТ!,APRO - nom pl plen - -,,,"... _Те_ , кому больше",е,т,,,,,A,ТОТ,A - nom pl plen - -,Т
11692,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11693,,кому,КТО,SPRO m - dat sg,,,"Те , _кому_ больше повезло со",у,м,о,к,,,S,КТО,S m - dat sg,О
11694,,больше,МНОГО!,ADV comp,,,"Те , кому _больше_ повезло со школой",е,ш,ь,л,о,б,ADV,БОЛЬШЕ,ADV -,Е
11695,,повезло,ПОВЕЗТИ,V pf praet sg indic n -,,,", кому больше _повезло_ со школой ,",о,л,з,е,в,о,V,ПОВЕЗТИ,V pf praet sg indic n -,И
11696,,со,СО,PR,,,"кому больше повезло _со_ школой , может",о,с,,,,,PR,СО,PR,О
11697,,школой,ШКОЛА,S f inan ins sg,,,"больше повезло со _школой_ , может быть",й,о,л,о,к,ш,S,ШКОЛА,S f inan ins sg,А
11698,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11699,,может,МОЧЬ,V ipf praes sg indic - 3p,,,"со школой , _может_ быть не настолько",т,е,ж,о,м,,V,МОЧЬ,V ipf praes sg indic - 3p,Ь
11700,,быть,БЫТЬ,V ipf - - inf - -,,,"школой , может _быть_ не настолько сильно",ь,т,ы,б,,,V,БЫТЬ,V ipf - - inf - -,Ь
11701,,не,НЕ,PART,,,", может быть _не_ настолько сильно испытывают",е,н,,,,,PART,НЕ,PART,Е
11702,,настолько,НАСТОЛЬКО,ADV -,,,может быть не _настолько_ сильно испытывают этот,о,к,ь,л,о,т,ADV,НАСТОЛЬКО,ADV -,О
11703,,сильно,СИЛЬНО,ADV -,,,быть не настолько _сильно_ испытывают этот восторг,о,н,ь,л,и,с,ADV,СИЛЬНО,ADV -,О
11704,,испытывают,ИСПЫТЫВАТЬ,V ipf praes pl indic - 3p,,,"не настолько сильно _испытывают_ этот восторг ,",т,ю,а,в,ы,т,V,ИСПЫТЫВАТЬ,V ipf praes pl indic - 3p,Ь
11705,,этот,ЭТОТ!,APRO - acc sg plen m -,,,"настолько сильно испытывают _этот_ восторг , а",т,о,т,э,,,APRO,ЭТОТ,A - nom sg plen m -,Т
11706,,восторг,ВОСТОРГ!,S m inan acc sg,,,"сильно испытывают этот _восторг_ , а я",г,р,о,т,с,о,S,ВОСТОРГ,S m inan nom sg,Г
11707,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11708,,а,А,CONJ,,,"этот восторг , _а_ я как бы его",а,,,,,,CONJ,А,CONJ,А
11709,,я,Я,SPRO sg 1p - nom,,,"восторг , а _я_ как бы его испытываю",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11710,,как бы,как бы,PART,,,", а я _как бы_ его испытываю до сих пор",ы,б,,к,а,к,PART,как бы,ADV -,ы
11711,,его,ОН,SPRO sg 3p m acc,,,"а я как бы _его_ испытываю до сих пор ,",о,г,е,,,,SPRO,ОН,SPRO sg 3p m acc,Н
11712,,испытываю,ИСПЫТЫВАТЬ,V ipf praes sg indic - 1p,,,"я как бы его _испытываю_ до сих пор , когда",ю,а,в,ы,т,ы,V,ИСПЫТЫВАТЬ,V ipf praes sg indic - 1p,Ь
11713,,до сих пор,до сих пор,ADV -,раздельно,,"как бы его испытываю _до сих пор_ , когда сижу",р,о,п,,х,и,ADV,до сих пор,ADV -,р
11714,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11715,,когда,КОГДА,CONJ,,,"испытываю до сих пор , _когда_ сижу и думаю",а,д,г,о,к,,CONJ,КОГДА,CONJ,А
11716,,сижу,СИДЕТЬ,V ipf praes sg indic - 1p,,,"до сих пор , когда _сижу_ и думаю что",у,ж,и,с,,,V,СИДЕТЬ,V ipf praes sg indic - 1p,Ь
11717,,и,И,CONJ,,,", когда сижу _и_ думаю что ...",и,,,,,,CONJ,И,CONJ,И
11718,,думаю,ДУМАТЬ,V ipf praes sg indic - 1p,,,когда сижу и _думаю_ что ...,ю,а,м,у,д,,V,ДУМАТЬ,V ipf praes sg indic - 1p,Ь
11719,,что,ЧТО,CONJ,,,сижу и думаю _что_ ...,о,т,ч,,,,CONJ,ЧТО,S n inan acc sg,О
11720,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
11721,,,,,,,,,,,,,,,,,
11722,# sent = 858,,,,,,,,,,,,,,,,
11723,,Как,КАК,CONJ,,,"... _Как_ так получилось ,",к,а,к,,,,CONJ,КАК,CONJ,К
11724,,так,ТАК!,ADVPRO -,,,"Как _так_ получилось , что",к,а,т,,,,ADV,ТАК,ADV -,К
11725,,получилось,ПОЛУЧИТЬСЯ,V pf praet sg indic n -,,,"Как так _получилось_ , что я",ь,с,о,л,и,ч,V,ПОЛУЧИТЬСЯ,V pf praet sg indic n -,Я
11726,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11727,,что,ЧТО,CONJ,,,"так получилось , _что_ я учусь в",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11728,,я,Я,SPRO sg 1p - nom,,,"получилось , что _я_ учусь в настолько",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11729,,учусь,УЧИТЬСЯ,V ipf praes sg indic - 1p,,,", что я _учусь_ в настолько классном",ь,с,у,ч,у,,V,УЧИТЬСЯ,V ipf praes sg indic - 1p,Я
11730,,в,В,PR,,,что я учусь _в_ настолько классном месте,в,,,,,,PR,В,PR,В
11731,,настолько,НАСТОЛЬКО,ADV -,,,"я учусь в _настолько_ классном месте ,",о,к,ь,л,о,т,ADV,НАСТОЛЬКО,ADV -,О
11732,,классном,КЛАССНЫЙ!,A - loc sg plen n -,,,"учусь в настолько _классном_ месте , меня",м,о,н,с,с,а,A,КЛАССНЫЙ,A - loc sg plen m -,Й
11733,,месте,МЕСТО,S n inan loc sg,,,"в настолько классном _месте_ , меня",е,т,с,е,м,,S,МЕСТО,S n inan loc sg,О
11734,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11735,,меня,Я,SPRO sg 1p - acc,,,"классном месте , _меня_ окружают настолько",я,н,е,м,,,SPRO,Я,SPRO sg 1p - acc,Я
11736,<noindex>[нрзб]</noindex>,,,,,,,,,,,,,,,,
11737,,окружают,ОКРУЖАТЬ,V ipf praes pl indic - 3p,,,", меня _окружают_ настолько классные люди",т,ю,а,ж,у,р,V,ОКРУЖАТЬ,V ipf praes pl indic - 3p,Ь
11738,,настолько,НАСТОЛЬКО,ADV -,,,"меня окружают _настолько_ классные люди ,",о,к,ь,л,о,т,ADV,НАСТОЛЬКО,ADV -,О
11739,,классные,КЛАССНЫЙ,A - nom pl plen - -,,,"окружают настолько _классные_ люди , я",е,ы,н,с,с,а,A,КЛАССНЫЙ,A - nom pl plen - -,Й
11740,,люди,ЧЕЛОВЕК,S m anim nom pl,,,"окружают настолько классные _люди_ , я сижу",и,д,ю,л,,,S,ЧЕЛОВЕК,S m anim nom pl,К
11741,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11742,,я,Я,SPRO sg 1p - nom,,,"классные люди , _я_ сижу и слушаю",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11743,,сижу,СИДЕТЬ,V ipf praes sg indic - 1p,,,"люди , я _сижу_ и слушаю преподавателей",у,ж,и,с,,,V,СИДЕТЬ,V ipf praes sg indic - 1p,Ь
11744,,и,И,CONJ,,,", я сижу _и_ слушаю преподавателей и",и,,,,,,CONJ,И,CONJ,И
11745,,слушаю,СЛУШАТЬ,V ipf praes sg indic - 1p,,,я сижу и _слушаю_ преподавателей и мне,ю,а,ш,у,л,с,V,СЛУШАТЬ,V ipf praes sg indic - 1p,Ь
11746,,преподавателей,ПРЕПОДАВАТЕЛЬ,S m anim acc pl,,,сижу и слушаю _преподавателей_ и мне интересно,й,е,л,е,т,а,S,ПРЕПОДАВАТЕЛЬ,S m anim acc pl,Ь
11747,,и,И,CONJ,,,и слушаю преподавателей _и_ мне интересно ?,и,,,,,,CONJ,И,CONJ,И
11748,,мне,Я,SPRO sg 1p - dat,,,слушаю преподавателей и _мне_ интересно ?,е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,Я
11749,,интересно,ИНТЕРЕСНО,ADV -,,,преподавателей и мне _интересно_ ?,о,н,с,е,р,е,ADV,ИНТЕРЕСНО,ADV -,О
11750,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
11751,,,,,,,,,,,,,,,,,
11752,# sent = 859,,,,,,,,,,,,,,,,
11753,,И,И,CONJ,,,? _И_ то что вот,и,,,,,,CONJ,И,CONJ,И
11754,,то,ТО!,PART,,,И _то_ что вот можно,о,т,,,,,SPRO,ТО,S n - nom sg,О
11755,,что,ЧТО,CONJ,,,"И то _что_ вот можно ,",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11756,,вот,ВОТ,PART,,,"И то что _вот_ можно , что",т,о,в,,,,PART,ВОТ,PART,Т
11757,,можно,МОЖНО,PRAEDIC,,,"то что вот _можно_ , что учиться",о,н,ж,о,м,,PRAEDIC,МОЖНО,PRAEDIC,О
11758,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11759,,что,ЧТО,CONJ,,,"вот можно , _что_ учиться можно интересно",о,т,ч,,,,CONJ,ЧТО,CONJ,О
11760,,учиться,УЧИТЬСЯ,V ipf - - inf - -,,,"можно , что _учиться_ можно интересно ,",я,с,ь,т,и,ч,V,УЧИТЬСЯ,V ipf - - inf - -,Я
11761,,можно,МОЖНО,PRAEDIC,,,", что учиться _можно_ интересно , и",о,н,ж,о,м,,PRAEDIC,МОЖНО,PRAEDIC,О
11762,,интересно,ИНТЕРЕСНО!,ADV,,,"что учиться можно _интересно_ , и можно",о,н,с,е,р,е,A,ИНТЕРЕСНЫЙ,A - - sg brev n -,Й
11763,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11764,,и,И,CONJ,,,"можно интересно , _и_ можно реально это",и,,,,,,CONJ,И,CONJ,И
11765,,можно,МОЖНО,PRAEDIC,,,"интересно , и _можно_ реально это грызть",о,н,ж,о,м,,PRAEDIC,МОЖНО,PRAEDIC,О
11766,,реально,РЕАЛЬНО,ADV -,,,", и можно _реально_ это грызть и",о,н,ь,л,а,е,ADV,РЕАЛЬНО,ADV -,О
11767,,это,ЭТО!,SPRO acc sg inan n,,,и можно реально _это_ грызть и этим,о,т,э,,,,PART,ЭТО,PART,О
11768,,грызть,ГРЫЗТЬ,V ipf - - inf - -,,,можно реально это _грызть_ и этим наслаждаться,ь,т,з,ы,р,г,V,ГРЫЗТЬ,V ipf - - inf - -,Ь
11769,,и,И,CONJ,,,реально это грызть _и_ этим наслаждаться ?,и,,,,,,CONJ,И,CONJ,И
11770,,этим,ЭТО,SPRO n - ins sg,,,это грызть и _этим_ наслаждаться ?,м,и,т,э,,,SPRO,ЭТО,S n - ins sg,О
11771,,наслаждаться,НАСЛАЖДАТЬСЯ,V ipf - - inf - -,,,грызть и этим _наслаждаться_ ?,я,с,ь,т,а,д,V,НАСЛАЖДАТЬСЯ,V ipf - - inf - -,Я
11772,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
11773,,,,,,,,,,,,,,,,,
11774,# sent = 860,,,,,,,,,,,,,,,,
11775,,Это,ЭТО,SPRO n - nom sg,,,"? _Это_ вот , наверное",о,т,э,,,,SPRO,ЭТО,S n - nom sg,О
11776,,вот,ВОТ,PART,,,"Это _вот_ , наверное вот",т,о,в,,,,PART,ВОТ,PART,Т
11777,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11778,,наверное,НАВЕРНОЕ!,PARENTH,,,"Это вот , _наверное_ вот второе событие",е,о,н,р,е,в,ADV,НАВЕРНОЕ,ADV -,Е
11779,,вот,ВОТ,PART,,,"вот , наверное _вот_ второе событие .",т,о,в,,,,PART,ВОТ,PART,Т
11780,,второе,ВТОРОЙ!,ANUM - nom sg plen n inan,,,", наверное вот _второе_ событие .",е,о,р,о,т,в,ANUM,ВТОРОЙ,A - acc sg plen n inan,Й
11781,,событие,СОБЫТИЕ,S n inan nom sg,,,наверное вот второе _событие_ .,е,и,т,ы,б,о,S,СОБЫТИЕ,S n inan nom sg,Е
11782,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11783,,,,,,,,,,,,,,,,,
11784,# sent = 861,,,,,,,,,,,,,,,,
11785,,Ну,НУ,PART,,,. _Ну_ а насчет третьего,у,н,,,,,PART,НУ,PART,У
11786,,а,А,CONJ,,,Ну _а_ насчет третьего события,а,,,,,,CONJ,А,CONJ,А
11787,,насчет,НАСЧЕТ,PR,,,Ну а _насчет_ третьего события я,т,е,ч,с,а,н,PR,НАСЧЕТ,PR,Т
11788,,третьего,ТРЕТИЙ!,ANUM - gen sg plen m inan,,,Ну а насчет _третьего_ события я даже,о,г,е,ь,т,е,ANUM,ТРЕТИЙ,A - acc sg plen m anim,Й
11789,,события,СОБЫТИЕ,S n inan gen sg,,,"а насчет третьего _события_ я даже ,",я,и,т,ы,б,о,S,СОБЫТИЕ,S n inan gen sg,Е
11790,,я,Я,SPRO sg 1p - nom,,,"насчет третьего события _я_ даже , на",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
11791,,даже,ДАЖЕ,PART,,,"третьего события я _даже_ , на самом",е,ж,а,д,,,PART,ДАЖЕ,PART,Е
11792,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11793,,на,НА,PR,,,"я даже , _на_ самом деле ,",а,н,,,,,PR,НА,PR,А
11794,,самом,САМЫЙ!,APRO - loc sg plen n -,,,"даже , на _самом_ деле , не",м,о,м,а,с,,A,САМЫЙ,A - loc sg plen n -,Й
11795,,деле,ДЕЛО,S n inan loc sg,,,", на самом _деле_ , не знаю",е,л,е,д,,,S,ДЕЛО,S n inan loc sg,О
11796,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
11797,,не,НЕ,PART,,,"самом деле , _не_ знаю .",е,н,,,,,PART,НЕ,PART,Е
11798,,знаю,ЗНАТЬ,V ipf praes sg indic - 1p,,,"деле , не _знаю_ .",ю,а,н,з,,,V,ЗНАТЬ,V ipf praes sg indic - 1p,Ь
11799,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
11800,,,,,,,,,,,,,,,,,
11801,# sent = 862,,,,,,,,,,,,,,,,
11802,,Ну,НУ,PART,,,". _Ну_ вот , я",у,н,,,,,PART,НУ,PART,У
11803,,вот,ВОТ,PART,,,"Ну _вот_ , я",т,о,в,,,,PART,ВОТ,PART,Т
